scene_id;scene_name;image_path;minimap_path;parent_region;has_context;active_layout;context_image_path
MM_SOUTHERN_SWAMP_CLEAR;Southern Swamp - Clear; ; ;None;false;mm
MM_FAIRY_SNOWHEAD;Fairy Fountain;./Resources/MM/Snowhead/Fairy.jpg;./Resources/MM/Snowhead/Fairy_Map.jpg;Snowhead;false;mm
MM_FAIRY_GREAT_BAY_COAST;Fairy Fountain;./Resources/MM/Zora_Cape/Fairy.jpg;./Resources/MM/Snowhead/Fairy_Map.jpg;Zora_Cape;false;mm
MM_FAIRY_WOODFALL;Fairy Fountain;./Resources/MM/Woodfall/Fairy.jpg;./Resources/MM/Snowhead/Fairy_Map.jpg;Woodfall;false;mm
MM_FAIRY_CLOCK_TOWN;Fairy Fountain;./Resources/MM/Clock_Town/Fairy.jpg;./Resources/MM/Snowhead/Fairy_Map.jpg;Clock_Town;false;mm
MM_FAIRY_IKANA;Fairy Fountain;./Resources/MM/Ikana_Canyon/Fairy.jpg;./Resources/MM/Snowhead/Fairy_Map.jpg;Ikana_Canyon;false;mm
MM_PATH_SNOWHEAD_SPRING;Path to Snowhead, Spring;;;None;true;mm
MM_GROTTOS;Grottos;;;None;false;mm
MM_CUTSCENE_MAP;Cutscene Map;;;None;false;mm
MM_PATH_MOUNTAIN_VILLAGE_SPRING;Path to Mountain Village, Spring;;;None;true;mm
MM_POTION_SHOP;Potion Shop;./Resources/MM/Southern_Swamp/Potion_Shop.jpg;./Resources/MM/Southern_Swamp/Potion_Shop_Map.jpg;Southern_Swamp;false;mm
MM_LAIR_MAJORA;Majora's Lair;./Resources/MM/Moon/Majora.jpg;./Resources/MM/Moon/Majora_Map.jpg;Moon;false;mm
MM_BENEATH_THE_GRAVEYARD;Beneath the Graveyard;./Resources/MM/Graveyard/Beneath_Graveyard.jpg;./Resources/MM/Graveyard/Beneath_Graveyard_Map.jpg;Graveyard;false;mm
MM_CURIOSITY_SHOP;Curiosity Shop;./Resources/MM/Clock_Town/Curiosity_Shop.jpg;./Resources/MM/Clock_Town/Curiosity_Shop_Map.jpg;Clock_Town;false;mm
MM_BENEATH_THE_GRAVEYARD_NIGHT1;Beneath the Graveyard, Night 1;;;None;false;mm
MM_BENEATH_THE_GRAVEYARD_NIGHT2;Beneath the Graveyard, Night 2;;;None;false;mm
MM_RANCH_HOUSE_BARN;Ranch Barn;./Resources/MM/Ranch/Stable.jpg;./Resources/MM/Ranch/Stable_Map.jpg;Ranch;false;mm
MM_HONEY_DARLING;Honey & Darling;./Resources/MM/Clock_Town/Honey_Darling.jpg;./Resources/MM/Clock_Town/Honey_Darling_Map.jpg;Clock_Town;false;mm
MM_MAYOR_HOUSE;Town Hall;./Resources/MM/Clock_Town/Town_Hall.jpg;./Resources/MM/Clock_Town/Town_Hall_Map.jpg;Clock_Town;false;mm
MM_IKANA_CANYON;Ikana Canyon;./Resources/MM/Ikana_Canyon/Ikana_Canyon.jpg;./Resources/MM/Ikana_Canyon/Ikana_Canyon_Map.jpg;Ikana_Canyon;false;mm
MM_PIRATE_FORTRESS_EXTERIOR;Pirate's Fortress, Exterior;./Resources/MM/Fortress/Exterior.jpg;./Resources/MM/Fortress/Exterior_Map.jpg;Fortress;false;mm
MM_MILK_BAR;Milk Bar;./Resources/MM/Clock_Town/Milk_Bar.jpg;./Resources/MM/Clock_Town/Milk_Bar_Map.jpg;Clock_Town;false;mm
MM_TEMPLE_STONE_TOWER;Stone Tower Temple;;./Resources/MM/Dungeons/Stone_Tower/STT_Map.jpg;Dungeons;false;mm
MM_TREASURE_SHOP;Treasure Shop;./Resources/MM/Clock_Town/Treasure.jpg;./Resources/MM/Clock_Town/Treasure_Map.jpg;Clock_Town;false;mm
MM_TEMPLE_STONE_TOWER_INVERTED;Stone Tower Temple, Inverted;;./Resources/MM/Dungeons/Stone_Tower_Inverted/STIT_Map.jpg;Dungeons;false;mm
MM_CLOCK_TOWER_ROOFTOP;Clock Tower Rooftop;./Resources/MM/Clock_Town/Tower_Rooftop.jpg;./Resources/MM/Clock_Town/Tower_Rooftop_Map.jpg;Clock_Town;false;mm
MM_OPENING;Opening;;;None;false;mm
MM_TEMPLE_WOODFALL;Woodfall Temple;;./Resources/MM/Dungeons/Woodfall/WFT_Map.jpg;Dungeons;false;mm
MM_PATH_MOUNTAIN_VILLAGE;Path to Mountain Village;./Resources/MM/Path_to_Mountain_Village/Path.jpg;./Resources/MM/Path_to_Mountain_Village/Path_Map.jpg;Path_to_Mountain_Village;true;mm
MM_CASTLE_IKANA;Ancient Ikana Castle;;./Resources/MM/Ikana_Canyon/Exterior_Map.jpg;Dungeons;false;mm
MM_DEKU_PLAYGROUND;Deku's Playground;./Resources/MM/Clock_Town/Deku_Playground.jpg;./Resources/MM/Clock_Town/Deku_Playground_Map.jpg;Clock_Town;false;mm
MM_LAIR_ODOLWA;Odolwa's Lair;;./Resources/MM/Dungeons/Woodfall/Odolwa_Map.jpg;None;false;mm
MM_SHOOTING_GALLERY;Shooting Gallery;./Resources/MM/Clock_Town/Shooting.jpg;./Resources/MM/Clock_Town/Shooting_Map.jpg;Clock_Town;false;mm
MM_TEMPLE_SNOWHEAD;Snowhead Temple;;./Resources/MM/Dungeons/Snowhead/SHT_Map.jpg;Dungeons;false;mm
MM_MILK_ROAD;Milk Road;./Resources/MM/Milk_Road/Milk_Road.jpg;./Resources/MM/Milk_Road/Milk_Road_Map.jpg;Milk_Road;false;mm
MM_PIRATE_FORTRESS_INTERIOR;Pirate's Fortress, Interior;./Resources/MM/Fortress/Interior.jpg;./Resources/MM/Fortress/Interior_Map.jpg;Fortress;false;mm
MM_SHOOTING_GALLERY_SWAMP;Shooting Gallery;./Resources/MM/Road_to_Southern_Swamp/Shooting.jpg;./Resources/MM/Road_to_Southern_Swamp/Shooting_Map.jpg;Southern_Swamp_Road;false;mm
MM_PINNACLE_ROCK;Pinnacle Rock;./Resources/MM/Great_Bay_Coast/Rock.jpg;./Resources/MM/Great_Bay_Coast/Rock_Map.jpg;Great_Bay_Coast;false;mm
MM_FAIRY_FOUNTAIN;Fairy Fountain;;;None;false;mm
MM_SPIDER_HOUSE_SWAMP;Spider's House;./Resources/MM/Southern_Swamp/Spider_House.jpg;./Resources/MM/Southern_Swamp/Spider_House_Map.jpg;Southern_Swamp;false;mm
MM_SPIDER_HOUSE_OCEAN;Spider's House;./Resources/MM/Great_Bay_Coast/Spider_House.jpg;./Resources/MM/Great_Bay_Coast/Spider_House_Map.jpg;Great_Bay_Coast;false;mm
MM_OBSERVATORY;Observatory;./Resources/MM/Clock_Town/Observatory.jpg;./Resources/MM/Clock_Town/Observatory_Map.jpg;Clock_Town;false;mm
MM_MOON_DEKU;Deku's Trial;./Resources/MM/Moon/Deku.jpg;./Resources/MM/Moon/Deku_Map.jpg;Moon;false;mm
MM_DEKU_PALACE;Deku's Palace;./Resources/MM/Deku_Palace/Outside.jpg;./Resources/MM/Deku_Palace/Outside_Map.jpg;Deku_Palace;false;mm
MM_BLACKSMITH;Blacksmith;./Resources/MM/Mountain_Village/Blacksmith.jpg;./Resources/MM/Mountain_Village/Blacksmith_Map.jpg;Mountain_Village;false;mm
MM_TERMINA_FIELD;Termina Field;./Resources/MM/Termina/Field.jpg;./Resources/MM/Termina/Field_Map.jpg;Termina;false;mm
